Time (s),Arm Angle (deg),Weight Rel Angle (deg),Sling Rel Angle (deg),Arm Omega (deg/s),Weight Rel Omega (deg/s),Proj X (m),Proj Y (m),Proj VX (m/s),Proj VY (m/s),Normal Force (N),Energy Eff,Range Eff,Check Function
4.7200,5.5893,4.0847,47.7727,-73.3041,72.2836,20.1133,33.4325,-25.2574,22.2744,0.0000,0.006363,-1.252016,6.792557e-2
4.7300,4.8638,4.7919,51.4885,-71.8117,69.1684,19.8598,33.6544,-25.4724,22.1074,0.0000,0.006533,-1.254046,8.438450e-2
4.7400,4.1531,5.4683,55.0484,-70.3240,66.1403,19.6030,33.8744,-25.9771,21.8685,0.0000,0.006755,-1.254303,1.037030e-1
4.7500,3.4573,6.1149,58.4729,-68.8397,63.1961,19.3383,34.0909,-27.0732,21.3737,0.0000,0.007070,-1.249797,1.189027e-1
4.7600,2.7763,6.7325,61.7879,-67.3572,60.3326,19.0601,34.3003,-28.5541,20.4459,0.0000,0.007423,-1.238044,1.105709e-1
4.7700,2.1101,7.3219,64.9929,-65.8747,57.5468,18.7687,34.4994,-29.6251,19.3834,0.0000,0.007687,-1.225011,9.540980e-2
4.7800,1.4588,7.8837,68.0703,-64.3909,54.8360,18.4694,34.6886,-30.1645,18.4767,0.0000,0.007861,-1.216071,8.188704e-2
4.7900,0.8223,8.4188,71.0109,-62.9050,52.1980,18.1664,34.8695,-30.3971,17.7304,0.0000,0.007990,-1.210864,7.287076e-2
4.8000,0.2007,8.9279,73.8141,-61.4161,49.6304,17.8620,35.0435,-30.4665,17.0888,0.0000,0.008095,-1.208115,6.247633e-2
4.8100,-0.4060,9.4117,76.4831,-59.9232,47.1311,17.5574,35.2115,-30.4383,16.5151,0.0000,0.008187,-1.207061,5.455724e-2
4.8200,-0.9977,9.8707,79.0228,-58.4255,44.6980,17.2534,35.3740,-30.3436,15.9850,0.0000,0.008268,-1.207287,5.357320e-2
4.8300,-1.5745,10.3058,81.4387,-56.9219,42.3287,16.9507,35.5312,-30.1954,15.4647,0.0000,0.008336,-1.208515,5.918452e-2
4.8400,-2.1361,10.7175,83.7355,-55.4091,40.0193,16.6498,35.6829,-29.9634,14.8274,0.0000,0.008361,-1.210649,8.565378e-2
4.8500,-2.6826,11.1064,85.9070,-53.8594,37.7489,16.3530,35.8240,-29.1437,12.7426,0.0000,0.008016,-1.214385,1.892769e-1
4.8600,-3.2127,11.4723,87.8496,-52.1607,35.4384,16.0782,35.8956,-25.8089,-0.8836,0.0000,0.006417,-0.993423,5.168467e-1
4.8700,-3.7252,11.8150,89.5626,-50.3807,33.1399,15.8210,35.7420,-26.1359,-25.4057,0.0000,0.009998,-0.222140,4.916025e-1
4.8800,-4.2212,12.1359,91.2608,-48.8137,31.0552,15.5580,35.4721,-26.4270,-27.9371,0.0000,0.010972,-0.187408,1.463023e-1
4.8900,-4.7015,12.4363,92.9794,-47.2527,29.0338,15.2928,35.1872,-26.6295,-29.0273,0.0000,0.011554,-0.173771,1.227245e-1
4.9000,-5.1662,12.7167,94.7304,-45.6747,27.0579,15.0246,34.8906,-27.1722,-30.6241,0.0000,0.012436,-0.156513,1.782533e-1
4.9100,-5.6148,12.9775,96.5902,-44.0455,25.1036,14.7403,34.5586,-30.1203,-36.3988,0.0000,0.015781,-0.112745,3.994039e-1
4.9200,-6.0473,13.2191,98.6316,-42.4666,23.2376,14.4309,34.1799,-31.3684,-38.6551,0.0000,0.017450,-0.099650,1.548317e-1
4.9300,-6.4641,13.4424,100.7678,-40.8989,21.4306,14.1160,33.7906,-31.5485,-39.1332,0.0000,0.018007,-0.096279,7.024938e-2
4.9400,-6.8653,13.6479,102.9815,-39.3275,19.6707,13.8004,33.3981,-31.5587,-39.3479,0.0000,0.018385,-0.094195,5.971530e-2
4.9500,-7.2507,13.8360,105.2741,-37.7510,17.9553,13.4850,33.0038,-31.5185,-39.4976,0.0000,0.018713,-0.092421,3.627931e-2
4.9600,-7.6203,14.0071,107.6501,-36.1694,16.2826,13.1701,32.6082,-31.4534,-39.6297,0.0000,0.019021,-0.090729,2.852571e-2
4.9700,-7.9740,14.1618,110.1148,-34.5830,14.6509,12.8560,32.2112,-31.3699,-39.7617,0.0000,0.019316,-0.089039,2.993338e-2
4.9800,-8.3119,14.3003,112.6738,-32.9918,13.0586,12.5428,31.8129,-31.2684,-39.9026,0.0000,0.019604,-0.087309,2.613126e-2
4.9900,-8.6339,14.4231,115.3322,-31.3962,11.5041,12.2307,31.4131,-31.1465,-40.0569,0.0000,0.019884,-0.085520,2.685636e-2
5.0000,-8.9398,14.5305,118.0946,-29.7965,9.9856,11.9199,31.0117,-30.9997,-40.2274,0.0000,0.020156,-0.083658,2.881469e-2
5.0100,-9.2298,14.6229,120.9647,-28.1930,8.5017,11.6108,30.6085,-30.8224,-40.4154,0.0000,0.020417,-0.081717,2.915633e-2
5.0200,-9.5037,14.7006,123.9451,-26.5859,7.0505,11.3036,30.2034,-30.6082,-40.6188,0.0000,0.020662,-0.079705,3.092128e-2
5.0300,-9.7615,14.7640,127.0365,-24.9758,5.6304,10.9988,29.7961,-30.3523,-40.8307,0.0000,0.020885,-0.077650,3.278306e-2
5.0400,-10.0032,14.8133,130.2377,-23.3628,4.2398,10.6967,29.3868,-30.0544,-41.0384,0.0000,0.021077,-0.075601,3.432962e-2
5.0500,-10.2287,14.8489,133.5452,-21.7474,2.8769,10.3978,28.9754,-29.7229,-41.2246,0.0000,0.021231,-0.073631,3.342619e-2
5.0600,-10.4381,14.8710,136.9528,-20.1300,1.5402,10.1023,28.5624,-29.3739,-41.3732,0.0000,0.021343,-0.071807,3.351407e-2
5.0700,-10.6313,14.8798,140.4521,-18.5108,0.2278,9.8103,28.1481,-29.0244,-41.4766,0.0000,0.021414,-0.070161,3.226537e-2
5.0800,-10.8083,14.8756,144.0313,-16.8903,-1.0620,9.5218,27.7330,-28.6870,-41.5361,0.0000,0.021448,-0.068693,3.092742e-2
5.0900,-10.9691,14.8586,147.6761,-15.2688,-2.3308,9.2365,27.3175,-28.3680,-41.5580,0.0000,0.021450,-0.067378,2.998380e-2
5.1000,-11.1137,14.8290,151.3687,-13.6467,-3.5805,8.9544,26.9020,-28.0690,-41.5499,0.0000,0.021424,-0.066186,4.667041e-1
5.1100,-11.2421,14.7871,155.0889,-12.0240,-4.8129,8.6751,26.4866,-26.8565,-41.6133,0.0000,0.021056,-0.063885,1.887435e+0
5.1200,-11.3542,14.7328,158.7823,-10.4013,-6.0296,8.4078,26.0707,-26.2893,-41.5668,0.0000,0.020867,-0.062541,2.454507e+0
5.1300,-11.4501,14.6665,162.4545,-8.7788,-7.2325,8.1461,25.6553,-26.0530,-41.5061,0.0000,0.020781,-0.061572,1.945855e+0
5.1400,-11.5298,14.5882,166.0969,-7.1567,-8.4235,7.8866,25.2406,-25.7062,-41.4138,0.0000,0.020615,-0.060592,9.012605e-1
5.1500,-11.5932,14.4981,169.6807,-5.5350,-9.6044,7.6306,24.8268,-25.4656,-41.3278,0.0000,0.020475,-0.059696,3.690017e-1
5.1600,-11.6405,14.3962,173.1893,-3.9143,-10.7769,7.3769,24.4140,-25.2738,-41.2465,0.0000,0.020338,-0.058830,2.046335e-1
5.1700,-11.6715,14.2826,176.6048,-2.2945,-11.9431,7.1251,24.0019,-25.0477,-41.1443,0.0000,0.020157,-0.057993,2.196891e-1
5.1800,-11.6864,14.1573,179.9083,-0.6775,-13.1035,6.8755,23.5909,-24.8723,-41.0570,0.0000,0.019986,-0.057156,8.207167e-2
5.1900,-11.6853,14.0206,183.0880,0.8770,-14.2217,6.6276,23.1808,-24.7069,-40.9706,0.0000,0.019803,-0.056323,8.662074e-2
5.2000,-11.6690,13.8730,186.1327,2.3821,-15.3076,6.3813,22.7715,-24.5382,-40.8804,0.0000,0.019600,-0.055493,1.022257e-1
5.2100,-11.6376,13.7145,189.0347,3.8845,-16.3930,6.1367,22.3631,-24.3863,-40.7989,0.0000,0.019393,-0.054650,7.926678e-2
5.2200,-11.5913,13.5451,-168.2097,5.3848,-17.4800,5.8936,21.9555,-24.2358,-40.7199,0.0000,0.019174,-0.053797,7.998146e-2
5.2300,-11.5300,13.3649,-165.6024,6.8832,-18.5705,5.6520,21.5487,-24.0764,-40.6400,0.0000,0.018936,-0.052932,7.344854e-2
5.2400,-11.4536,13.1737,-163.1428,8.3793,-19.6658,5.4121,21.1427,-23.8962,-40.5571,0.0000,0.018676,-0.052052,5.744402e-2
5.2500,-11.3624,12.9715,-160.8286,9.8731,-20.7677,5.1742,20.7376,-23.6763,-40.4691,0.0000,0.018387,-0.051141,5.288183e-2
5.2600,-11.2562,12.7583,-158.6555,11.3645,-21.8778,4.9389,20.3334,-23.3756,-40.3746,0.0000,0.018055,-0.050159,5.252815e-2
5.2700,-11.1351,12.5339,-156.6171,12.8534,-22.9976,4.7072,19.9301,-22.6321,-40.2556,0.0000,0.017552,-0.048757,2.190156e+0
5.2800,-10.9991,12.2983,-154.7005,14.3397,-24.1289,4.4846,19.5279,-21.8210,-40.1954,0.0000,0.017063,-0.047074,1.118723e+0
5.2900,-10.8483,12.0513,-152.8899,15.8220,-25.2722,4.2721,19.1258,-19.3220,-40.4602,0.0000,0.016277,-0.042272,7.311181e+0
5.3000,-10.6827,11.7928,-151.1327,17.2914,-26.4229,4.0865,18.7199,-17.4673,-40.8124,0.0000,0.015788,-0.037896,1.780024e+0
5.3100,-10.5028,11.5230,-149.3970,18.6711,-27.5279,3.9311,18.3070,-11.9233,-42.1380,0.0000,0.015202,-0.025278,7.849770e-1
5.3200,-10.3091,11.2421,-147.5359,20.0755,-28.6687,3.8751,17.8844,3.6158,-40.8302,0.0000,0.013326,0.008806,1.405940e+0
5.3300,-10.1013,10.9496,-145.6487,21.4684,-29.8213,3.9705,17.5055,14.8539,-34.1142,0.0000,0.011085,0.050524,8.883865e-1
5.3400,-9.8806,10.6462,-144.0740,22.7145,-30.8876,4.2884,17.2999,43.9754,-11.6709,0.0000,0.015605,0.215372,7.842033e-1
5.3500,-9.6462,10.3311,-142.5542,24.1699,-32.1290,4.7396,17.1887,45.9485,-10.7863,0.0000,0.016462,0.216815,4.338415e-1
5.3600,-9.3971,10.0035,-140.9225,25.6348,-33.4031,5.2034,17.0821,46.8255,-10.5502,0.0000,0.016745,0.215017,1.703369e-1
5.3700,-9.1335,9.6630,-139.1633,27.0982,-34.7035,5.6770,16.9778,47.9849,-10.3098,0.0000,0.017196,0.212191,2.291667e-1
5.3800,-8.8552,9.3093,-137.2623,28.5592,-36.0313,6.1614,16.8756,48.8452,-10.1152,0.0000,0.017457,0.210120,1.530178e-1
5.3900,-8.5623,8.9423,-135.2186,30.0178,-37.3879,6.6520,16.7751,49.2159,-10.0046,0.0000,0.017410,0.209036,7.762055e-2
5.4000,-8.2548,8.5615,-133.0343,31.4741,-38.7750,7.1449,16.6754,49.3406,-9.9439,0.0000,0.017207,0.208340,7.188168e-2
5.4100,-7.9328,8.1667,-130.7111,32.9282,-40.1944,7.6384,16.5761,49.3431,-9.9142,0.0000,0.016928,0.207759,4.733462e-2
5.4200,-7.5963,7.7575,-128.2525,34.3803,-41.6477,8.1316,16.4770,49.2768,-9.9066,0.0000,0.016606,0.207183,3.234520e-2
5.4300,-7.2452,7.3336,-125.6648,35.8304,-43.1365,8.6238,16.3779,49.1677,-9.9165,0.0000,0.016261,0.206564,4.414278e-2
5.4400,-6.8797,6.8946,-122.9584,37.2787,-44.6625,9.1149,16.2787,49.0345,-9.9377,0.0000,0.015904,0.205900,4.440239e-2
5.4500,-6.4996,6.4402,-120.1479,38.7252,-46.2274,9.6045,16.1791,48.8882,-9.9655,0.0000,0.015541,0.205203,3.967567e-2
5.4600,-6.1052,5.9699,-117.2520,40.1698,-47.8325,10.0926,16.0794,48.7382,-9.9935,0.0000,0.015179,0.204512,5.012384e-2
5.4700,-5.6963,5.4834,-114.2934,41.6123,-49.4793,10.5792,15.9792,48.8545,-9.7026,0.0000,0.014930,0.206529,5.860081e-2
5.4800,-5.2729,4.9802,-111.2916,43.0529,-51.1693,11.0668,15.8819,49.2199,-9.0297,0.0000,0.014778,0.212239,6.174565e-2
5.4900,-4.8352,4.4599,-108.2647,44.4926,-52.9051,11.5581,15.7913,49.5491,-8.3108,0.0000,0.014605,0.218958,6.608288e-2
5.5000,-4.3831,3.9220,-105.2351,45.9336,-54.6901,12.0526,15.7078,49.8163,-7.5878,0.0000,0.014405,0.226342,6.542246e-2
5.5100,-3.9165,3.3659,-102.2264,47.3775,-56.5274,12.5499,15.6317,50.0215,-6.8697,0.0000,0.014178,0.234322,5.791651e-2
5.5200,-3.4355,2.7912,-99.2590,48.8250,-58.4193,13.0502,15.5651,50.1678,-6.1612,0.0000,0.013929,0.242879,5.363151e-2
5.5300,-2.9400,2.1973,-96.3560,50.2762,-60.3678,13.5523,15.5068,50.2584,-5.4657,0.0000,0.013661,0.251966,5.296041e-2
5.5400,-2.4300,1.5837,-93.5385,51.7313,-62.3748,14.0552,15.4559,50.2971,-4.7862,0.0000,0.013375,0.261534,5.772074e-2
5.5500,-1.9054,0.9496,-90.8248,53.1904,-64.4420,14.5583,15.4121,50.2871,-4.1256,0.0000,0.013076,0.271530,7.736451e-2
5.5600,-1.3662,0.2946,-88.2302,54.6535,-66.5712,15.0610,15.3749,50.2321,-3.4859,0.0000,0.012766,0.281901,8.682853e-2
5.5700,-0.8123,-0.3820,-85.7669,56.1290,-68.7727,15.5630,15.3440,50.1355,-2.8696,0.0000,0.012447,0.292584,1.184622e-6
5.5800,-0.2436,-1.0811,-83.4438,57.6102,-71.0419,16.0637,15.3192,50.0007,-2.2784,0.0000,0.012121,0.303513,1.378919e+1
5.5900,0.3400,-1.8031,-81.2670,59.0927,-73.3758,16.5629,15.3001,49.8311,-1.7148,0.0000,0.011791,0.314607,1.906407e+1
5.6000,0.9384,-2.5489,-79.1881,60.5927,-75.7932,17.0616,15.3249,50.0732,12.2534,0.0000,0.012299,0.630957,2.542851e+1
5.6100,1.5519,-3.3192,-77.0405,62.1046,-78.2908,17.5639,15.4792,50.4030,17.4788,0.0000,0.012864,0.746684,2.317338e+1
5.6200,2.1805,-4.1150,-74.9364,63.6260,-80.8681,18.0672,15.6542,50.2356,17.4480,0.0000,0.012542,0.749221,1.312123e+1
5.6300,2.8244,-4.9369,-72.8957,65.1581,-83.5283,18.5724,15.8356,52.4899,21.9978,0.0000,0.013978,0.813277,7.579879e+0
5.6400,3.4837,-5.7858,-70.7623,66.7012,-86.2740,19.0982,16.0585,52.5970,22.4349,0.0000,0.013834,0.821061,9.068897e+0
5.6500,4.1585,-6.6627,-68.7237,68.2617,-89.1147,19.6235,16.2829,53.8603,26.5807,0.0000,0.014890,0.875090,4.734741e+0
5.6600,4.8490,-7.5684,-66.6197,69.8381,-92.0511,20.1621,16.5525,54.1098,30.2443,0.0000,0.015509,0.921649,2.738567e+0
5.6700,5.5553,-8.5040,-64.4992,71.4223,-95.0757,20.7017,16.8669,53.6110,32.9934,0.0000,0.015667,0.956081,1.165498e+0
5.6800,6.2775,-9.4703,-62.4335,73.0319,-98.2122,21.2266,17.2203,50.2597,38.7060,0.0000,0.015600,1.018569,1.016165e+0
5.6900,7.0160,-10.4686,-60.4931,74.6630,-101.4587,21.6956,17.6395,42.9238,45.0769,0.0000,0.014773,1.039662,9.670530e-1
5.7000,7.7706,-11.4996,-58.7432,76.2181,-104.6917,22.0913,18.1097,35.1228,49.3700,0.0000,0.013788,0.977964,6.865780e-1
5.7100,8.5405,-12.5628,-57.2707,77.8194,-108.0656,22.3707,18.6393,23.3097,55.2531,0.0000,0.013287,0.737109,1.101991e+0
5.7200,9.3275,-13.6618,-55.9161,79.5922,-111.7553,22.5886,19.2000,20.7025,56.7241,0.0000,0.013226,0.662467,3.534996e-1
5.7300,10.1324,-14.7984,-54.5672,81.4018,-115.5915,22.7878,19.7738,19.1901,58.1492,0.0000,0.013342,0.611816,4.500736e-1
5.7400,10.9556,-15.9740,-53.1758,83.2235,-119.5433,22.9724,20.3686,17.6721,61.4210,0.0000,0.014204,0.545167,6.039394e-1
5.7500,11.7971,-17.1899,-51.6351,85.0964,-123.6684,23.1426,21.0091,16.5810,65.9184,0.0000,0.015670,0.484106,6.645832e-1
5.7600,12.6578,-18.4482,-49.9864,87.0559,-128.0240,23.3061,21.6748,16.1346,67.0484,0.0000,0.015824,0.465455,3.909177e-1
5.7700,13.5385,-19.7512,-48.2910,89.1036,-132.6210,23.4644,22.3497,15.4365,68.0261,0.0000,0.015890,0.441610,3.418877e-1
5.7800,14.4402,-21.1014,-46.5476,91.2453,-137.4774,23.6082,23.0417,12.3837,71.1561,0.0000,0.016672,0.345220,2.824605e-1
5.7900,15.3637,-22.5016,-44.7361,93.4745,-142.5926,23.7019,23.7747,7.4096,74.3452,0.0000,0.017465,0.201449,2.591468e-1
5.8000,16.3100,-23.9542,-42.9118,95.7990,-147.9876,23.7693,24.5185,6.2865,74.2834,0.0000,0.017097,0.171640,1.137092e-1
5.8100,17.2800,-25.4624,-41.0971,98.2323,-153.6941,23.8295,25.2593,5.7893,73.8695,0.0000,0.016616,0.159247,1.292196e-1
5.8200,18.2750,-27.0292,-39.3101,100.7883,-159.7458,23.8855,25.9957,5.4237,73.3849,0.0000,0.016127,0.150413,9.111700e-2
5.8300,19.2963,-28.6585,-37.5706,103.4828,-166.1816,23.9382,26.7269,5.1326,72.8609,0.0000,0.015641,0.143574,8.375083e-2
5.8400,20.3452,-30.3543,-35.8996,106.3337,-173.0459,23.9885,27.4527,4.8566,72.3433,0.0000,0.015174,0.137018,8.671930e-2
5.8500,21.4235,-32.1211,-34.3159,109.3602,-180.3880,24.0360,28.1734,4.6499,71.7869,0.0000,0.014710,0.132377,9.414486e-2
5.8600,22.5331,-33.9638,-32.8400,112.5836,-188.2633,24.0815,28.8885,4.4651,71.2213,0.0000,0.014259,0.128292,1.278866e-1
5.8700,23.6760,-35.8884,-31.4913,116.0379,-196.7533,24.1251,29.5977,4.2308,70.6030,0.0000,0.013803,0.122800,1.494296e-1
5.8800,24.8547,-37.9013,-30.2973,119.7660,-205.9605,24.1645,30.2992,3.4110,69.5262,0.0000,0.013195,0.100808,2.636983e-1
5.8900,26.0723,-40.0103,-29.3499,123.8020,-215.9767,24.1792,30.9795,-1.6254,66.0400,0.0000,0.011815,-0.050853,6.022762e-1
5.9000,27.3320,-42.2241,-28.7080,128.2077,-226.9515,24.1358,31.6275,-6.1296,64.1013,0.0000,0.011114,-0.196417,3.016869e-1
5.9100,28.6377,-44.5527,-28.2347,133.0052,-238.9622,24.0659,32.2657,-7.6811,63.6039,0.0000,0.010849,-0.247034,3.428262e-1
5.9200,29.9940,-47.0081,-27.9028,138.3579,-252.3778,23.9853,32.9001,-8.3668,63.2761,0.0000,0.010619,-0.269995,2.184823e-1
5.9300,31.4071,-49.6058,-27.7223,144.3694,-267.4644,23.8991,33.5314,-8.8976,62.9902,0.0000,0.010405,-0.288021,1.614198e-1
5.9400,32.8839,-52.3638,-27.7039,151.1414,-284.4939,23.8060,34.1603,-9.8678,62.8242,0.0000,0.010252,-0.319082,1.823243e-1
5.9500,34.4329,-55.3035,-27.8499,158.8279,-303.8591,23.6973,34.7886,-12.1687,62.8809,0.0000,0.010239,-0.388528,2.627891e-1
5.9600,36.0642,-58.4504,-28.1406,167.6034,-326.0089,23.5426,35.4194,-24.2000,63.7465,0.0000,0.011287,-0.690871,6.396216e-1
5.9700,37.7889,-61.8338,-28.4108,177.6138,-351.3304,23.2018,36.0655,-38.0460,64.9028,0.0000,0.013292,-0.907783,6.250223e-1
5.9800,39.6217,-65.4903,-28.8192,189.2088,-380.6693,22.8118,36.7138,-39.7318,64.7146,0.0000,0.013349,-0.928591,2.349695e-1
5.9900,41.5785,-69.4609,-29.4462,202.3986,-414.0651,22.4062,37.3593,-41.9545,64.3377,0.0000,0.013468,-0.953937,4.420690e-1
6.0000,43.6734,-73.7811,-30.3149,216.7430,-450.3901,21.9418,37.9923,-52.9274,61.0530,0.0000,0.014611,-1.037122,6.558371e-1
6.0100,45.9153,-78.4729,-31.5642,231.5146,-487.6450,21.3696,38.5720,-59.7886,55.3343,0.0000,0.014691,-1.055218,4.356167e-1
6.0200,48.2943,-83.5095,-33.2492,243.6007,-517.8020,20.7524,39.0942,-63.2172,49.6197,0.0000,0.014222,-1.041905,7.354842e-1
6.0300,50.7675,-88.7768,-35.1941,249.6724,-532.0875,20.1160,39.5812,-63.9470,47.9675,0.0000,0.014009,-1.035169,1.305875e-1
6.0400,53.2571,-94.0707,-37.1348,246.7007,-522.6734,19.4735,40.0550,-64.5852,46.8477,0.0000,0.013919,-1.029175,1.182470e-1
6.0500,55.6758,-99.1626,-38.8682,236.0898,-493.2021,18.8242,40.5191,-65.2760,46.0120,0.0000,0.013930,-1.023198,1.207156e-1
6.0600,57.9671,-103.9034,-40.2624,221.8990,-454.2149,18.1686,40.9763,-65.8153,45.4657,0.0000,0.013979,-1.018770,1.161762e-1
6.0700,60.1131,-108.2444,-41.2720,207.4326,-414.3018,17.5084,41.4290,-66.2061,45.1141,0.0000,0.014041,-1.015824,1.251964e-1
6.0800,62.1201,-112.2002,-41.9032,194.2571,-377.5477,16.8445,41.8790,-66.6044,44.9170,0.0000,0.014142,-1.013472,1.568692e-1
6.0900,64.0040,-115.8098,-42.1682,182.8049,-345.0944,16.1738,42.3287,-67.9055,45.1974,0.0000,0.014575,-1.008286,3.063746e-1
6.1000,65.7818,-119.1161,-41.9787,173.0175,-316.8069,15.4700,42.7897,-72.9392,46.9312,0.0000,0.016338,-0.989820,6.298509e-1
6.1100,67.4691,-122.1578,-41.3445,164.6512,-292.0781,14.7301,43.2603,-74.6059,47.0237,0.0000,0.016887,-0.981738,1.473293e-1
6.1200,69.0788,-124.9676,-40.4032,157.4767,-270.3269,13.9820,43.7288,-74.9128,46.6530,0.0000,0.016953,-0.978573,1.233745e-1
6.1300,70.6219,-127.5725,-39.2048,151.2832,-251.0204,13.2330,44.1931,-74.8624,46.2007,0.0000,0.016896,-0.976905,1.021185e-1
6.1400,72.1071,-129.9946,-37.7815,145.8943,-233.7136,12.4852,44.6527,-74.6881,45.7200,0.0000,0.016795,-0.975742,7.123513e-2
6.1500,73.5420,-132.2522,-36.1627,141.1683,-218.0503,11.7394,45.1074,-74.4705,45.2129,0.0000,0.016674,-0.974634,6.397108e-2
6.1600,74.9323,-134.3602,-34.3781,136.9914,-203.7458,10.9959,45.5569,-74.2270,44.6799,0.0000,0.016538,-0.973481,5.704164e-2
6.1700,76.2833,-136.3309,-32.4589,133.2703,-190.5684,10.2549,46.0009,-73.9523,44.1313,0.0000,0.016388,-0.972379,5.159356e-2
6.1800,77.5990,-138.1747,-30.4377,129.9284,-178.3299,9.5169,46.4395,-73.6421,43.5817,0.0000,0.016223,-0.971458,4.867913e-2
6.1900,78.8829,-139.9001,-28.3477,126.9023,-166.8774,8.7822,46.8726,-73.2981,43.0437,0.0000,0.016049,-0.970805,5.168269e-2
6.2000,80.1379,-141.5144,-26.2215,124.1399,-156.0858,8.0511,47.3004,-72.9277,42.5231,0.0000,0.015866,-0.970426,5.190916e-2
6.2100,81.3665,-143.0237,-24.0907,121.5972,-145.8524,7.3237,47.7231,-72.5400,42.0178,0.0000,0.015679,-0.970258,5.739772e-2
6.2200,82.5705,-144.4330,-21.9843,119.2371,-136.0918,6.6003,48.1408,-72.1440,41.5167,0.0000,0.015487,-0.970170,6.719519e-2
6.2300,83.7517,-145.7468,-19.9284,117.0278,-126.7328,5.8808,48.5534,-71.7484,40.9894,0.0000,0.015289,-0.969888,7.648861e-2
6.2400,84.9115,-146.9688,-17.9457,114.9417,-117.7147,5.1653,48.9602,-71.3673,40.3434,0.0000,0.015074,-0.968617,9.958477e-2
6.2500,86.0509,-148.1021,-16.0562,112.9544,-108.9864,4.4533,49.3586,-71.0606,39.1447,0.0000,0.014791,-0.962514,1.583456e-1
6.2600,87.1708,-149.1494,-14.2811,111.0444,-100.5038,3.7424,49.7337,-71.2732,35.1641,0.0000,0.014252,-0.927523,3.242886e-1
6.2700,88.2719,-150.1129,-12.6140,109.1925,-92.2291,3.0277,50.0658,-71.5402,31.9446,0.0000,0.013884,-0.893856,2.280440e-1
6.2800,89.3548,-150.9945,-11.0259,107.3735,-84.1161,2.3131,50.3795,-71.4853,30.3314,0.0000,0.013651,-0.877447,5.237282e+0
6.2900,90.4194,-151.7956,-9.5140,105.5632,-76.1229,1.5997,50.6792,-71.1956,29.5994,0.0000,0.013460,-0.872416,3.642523e+0
6.3000,91.4659,-152.5171,-8.0810,103.7300,-68.1969,0.8889,50.9685,-71.0382,27.4495,0.0000,0.013147,-0.849093,2.732808e+0
6.3100,92.4943,-153.1602,-6.7383,101.9439,-60.4553,0.1809,51.2208,-70.0598,20.5937,0.0000,0.012200,-0.767232,2.162206e+0
6.3200,93.5048,-153.7265,-5.5710,100.1544,-52.8123,-0.5054,51.3793,-67.5625,13.1821,0.0000,0.011003,-0.678123,8.548981e-1
6.3300,94.4973,-154.2167,-4.5248,98.3383,-45.2301,-1.1706,51.4907,-65.0794,7.8460,0.0000,0.010107,-0.614680,2.376673e+0
6.3400,95.4714,-154.6312,-3.5725,96.4708,-37.6701,-1.8135,51.4929,-64.9769,-9.8333,0.0000,0.010111,-0.352637,1.903351e+0
6.3500,96.4266,-154.9703,-2.3697,94.5757,-30.1729,-2.4895,51.3342,-71.0450,-22.6215,0.0000,0.012462,-0.208973,3.072786e+0
6.3600,97.3626,-155.2346,-0.7814,92.6236,-22.6912,-3.2125,51.0599,-72.6726,-31.8597,0.0000,0.013817,-0.150618,7.414140e-1
6.3700,98.2788,-155.4241,0.9809,90.5977,-15.2001,-3.9331,50.7203,-71.3347,-35.3941,0.0000,0.013827,-0.135187,3.976865e-1
6.3800,99.1744,-155.5386,2.8489,88.4992,-7.7033,-4.6387,50.3587,-69.7666,-36.7561,0.0000,0.013512,-0.130230,3.312692e-1
6.3900,100.0485,-155.5781,4.8134,86.3264,-0.1987,-5.3286,49.9874,-68.2588,-37.4351,0.0000,0.013131,-0.128079,4.334499e-1
6.4000,100.9005,-155.5424,6.8796,84.0562,7.3500,-6.0056,49.6115,-67.1880,-37.7142,0.0000,0.012814,-0.127120,2.219103e-1
6.4100,101.7293,-155.4310,9.0546,81.6800,14.9562,-6.6726,49.2331,-66.1757,-37.9832,0.0000,0.012515,-0.126113,1.933172e-1
6.4200,102.5338,-155.2431,11.3264,79.1948,22.6248,-7.3282,48.8509,-64.9008,-38.5091,0.0000,0.012193,-0.124233,2.120672e-1
6.4300,103.3128,-154.9782,13.6850,76.5954,30.3659,-7.9710,48.4627,-63.7253,-39.0900,0.0000,0.011910,-0.121981,1.942915e-1
6.4400,104.0653,-154.6355,16.1353,73.8748,38.1927,-8.6042,48.0702,-62.9928,-39.3651,0.0000,0.011692,-0.120585,2.023818e-1
6.4500,104.7899,-154.2140,18.6750,71.0258,46.1201,-9.2316,47.6762,-62.5048,-39.4235,0.0000,0.011501,-0.119864,2.328808e-1
6.4600,105.4854,-153.7127,21.2899,68.0405,54.1654,-9.8545,47.2819,-62.0665,-39.4443,0.0000,0.011317,-0.119249,2.912047e-1
6.4700,106.1502,-153.1303,23.9614,64.9098,62.3493,-10.4726,46.8867,-61.5100,-39.6377,0.0000,0.011131,-0.118007,3.583096e-1
6.4800,106.7830,-152.4652,26.6726,61.6258,70.6917,-11.0831,46.4871,-60.4521,-40.4436,0.0000,0.010926,-0.114636,3.565554e-1
6.4900,107.3822,-151.7158,29.4106,58.1841,79.2087,-11.6776,46.0746,-58.2319,-42.1512,0.0000,0.010618,-0.108452,2.896978e-1
