Time (s),Arm Angle (deg),Weight Rel Angle (deg),Sling Rel Angle (deg),Arm Omega (deg/s),Weight Rel Omega (deg/s),Proj X (m),Proj Y (m),Proj VX (m/s),Proj VY (m/s),Normal Force (N),Energy Eff,Range Eff,Check Function
6.5000,107.9462,-150.8804,32.1536,54.5761,87.9251,-12.2474,45.6462,-55.9059,-43.3089,0.0000,0.010234,-0.104338,1.968632e-1
6.5100,108.4732,-149.9566,34.8871,50.7911,96.8711,-12.7992,45.2115,-54.5783,-43.5572,0.0000,0.009925,-0.103079,1.440062e-1
6.5200,108.9614,-148.9421,37.6050,46.8188,106.0789,-13.3407,44.7760,-53.7780,-43.5120,0.0000,0.009680,-0.102669,1.335348e-1
6.5300,109.4089,-147.8340,40.2982,42.6472,115.5856,-13.8754,44.3415,-53.1872,-43.3832,0.0000,0.009465,-0.102481,1.354375e-1
6.5400,109.8136,-146.6292,42.9551,38.2644,125.4310,-14.4048,43.9085,-52.6852,-43.2215,0.0000,0.009264,-0.102378,1.867666e-1
6.5500,110.1735,-145.3242,45.5655,33.6792,135.6204,-14.9295,43.4771,-52.2733,-43.0569,0.0000,0.009082,-0.102248,3.860285e-1
6.5600,110.4864,-143.9154,48.1081,28.8562,146.2424,-15.4465,43.0485,-50.6133,-42.5408,0.0000,0.008634,-0.103965,5.508157e-1
6.5700,110.7495,-142.3973,50.5120,23.7074,157.4873,-15.9205,42.6250,-42.5289,-42.7333,0.0000,0.007316,-0.103730,9.354996e-1
6.5800,110.9596,-140.7637,52.8521,18.2687,169.3206,-16.3088,42.1843,-36.3766,-45.3830,0.0000,0.006825,-0.089793,8.287648e-1
6.5900,111.1144,-139.0097,55.3357,12.6873,181.4920,-16.6388,41.7007,-26.6113,-53.8736,0.0000,0.007134,-0.052497,3.254321e+0
6.6000,111.2122,-137.1314,58.2269,6.7205,194.5101,-16.7887,41.1019,-5.1428,-62.8860,0.0000,0.007669,-0.007899,1.603238e+0
6.6100,111.2469,-135.1153,61.2682,0.1702,208.8113,-16.7807,40.4710,5.2274,-62.8786,0.0000,0.007591,0.007912,6.882100e-1
6.6200,111.2150,-132.9533,64.3796,-6.6872,223.8969,-16.6814,39.8504,15.4358,-60.8570,0.0000,0.007451,0.023951,1.568095e+0
6.6300,111.1106,-130.6315,67.5615,-14.2945,240.7311,-16.4963,39.2505,20.3498,-59.4318,0.0000,0.007384,0.031763,8.438536e-1
6.6400,110.9269,-128.1332,-289.0835,-22.5717,259.2254,-16.2852,38.6588,21.9010,-58.9052,0.0000,0.007317,0.033939,8.812548e-1
6.6500,110.6560,-125.4392,-285.5426,-31.7770,280.0151,-16.0493,38.0731,26.5598,-58.1635,0.0000,0.007468,0.039637,6.211745e-1
6.6600,110.2878,-122.5239,-281.7993,-42.0635,303.5354,-15.7503,37.4950,31.7978,-57.5527,0.0000,0.007770,0.044650,4.664330e-1
6.6700,109.8106,-119.3578,-277.8503,-53.5976,330.2688,-15.4276,36.9211,32.5554,-57.2434,0.0000,0.007724,0.045129,2.611925e-1
6.6800,109.2110,-115.9058,-273.7338,-66.5884,360.8046,-15.1006,36.3501,32.8511,-56.9448,0.0000,0.007638,0.045235,2.780574e-1
6.6900,108.4735,-112.1276,-269.4973,-81.1589,395.5355,-14.7711,35.7822,33.0554,-56.6219,0.0000,0.007545,0.045313,3.644046e-1
6.7000,107.5829,-107.9819,-265.1956,-97.1912,434.2508,-14.4390,35.2181,33.4803,-56.1145,0.0000,0.007451,0.045885,5.193804e-1
6.7100,106.5263,-103.4328,-260.8956,-114.1799,475.7152,-14.0953,34.6649,36.0859,-53.8318,0.0000,0.007304,0.051417,5.992059e-1
6.7200,105.3034,-98.4765,-256.6946,-129.8922,514.3277,-13.7049,34.1525,41.2043,-49.3624,0.0000,0.007179,0.063540,1.004379e+0
6.7300,103.9468,-93.1916,-252.5882,-140.0641,539.2538,-13.2814,33.6672,43.5688,-47.8129,0.0000,0.007247,0.067367,4.436612e-1
6.7400,102.5387,-87.7830,-248.5292,-139.3924,537.0403,-12.8033,33.2005,57.8845,-44.6965,0.0000,0.009052,0.073309,4.642340e+0
6.7500,101.1878,-82.5235,-244.2673,-129.5370,511.7365,-12.1500,32.7724,70.2464,-40.5051,0.0000,0.010995,0.077803,1.198749e+0
6.7600,99.9687,-77.5998,-240.1271,-113.7193,471.6638,-11.3855,32.4401,82.3619,-23.8664,0.0000,0.012293,0.121668,3.003273e+0
6.7700,98.9156,-73.0950,-236.2083,-96.9046,429.3694,-10.5543,32.2227,83.3269,-20.7737,0.0000,0.012444,0.133795,9.830683e-1
6.7800,98.0283,-69.0052,-232.2627,-80.8132,389.2384,-9.7197,32.0217,83.8240,-19.1878,0.0000,0.012609,0.140321,6.129857e-1
6.7900,97.2934,-65.2943,-228.2229,-66.4614,353.7319,-8.8680,31.8478,87.5132,-14.8252,0.0000,0.013538,0.158151,5.987665e-1
6.8000,96.6931,-61.9150,-223.9661,-53.8857,322.8617,-7.9730,31.7187,90.4528,-11.8926,0.0000,0.014434,0.171094,5.625782e-1
6.8100,96.2106,-58.8239,-219.4483,-42.8448,295.9607,-7.0679,31.6029,90.4655,-11.3423,0.0000,0.014604,0.174343,1.704688e-1
6.8200,95.8319,-55.9848,-214.6599,-33.0960,272.3646,-6.1645,31.4913,90.1929,-10.9566,0.0000,0.014702,0.177089,1.816692e-1
6.8300,95.5451,-53.3675,-209.6007,-24.4308,251.5034,-5.2643,31.3837,89.8384,-10.5485,0.0000,0.014779,0.180230,1.740164e-1
6.8400,95.3402,-50.9472,-204.2929,-16.6709,232.8930,-4.3680,31.2805,89.4187,-10.0763,0.0000,0.014837,0.184066,1.473274e-1
6.8500,95.2091,-48.7035,-198.7856,-9.6694,216.1371,-3.4762,31.1827,88.9227,-9.4604,0.0000,0.014870,0.189279,1.582631e-1
6.8600,95.1447,-46.6194,-193.1537,-3.3096,200.9200,-2.5900,31.0917,88.2984,-8.7180,0.0000,0.014860,0.195987,2.069387e-1
6.8700,95.1409,-44.6804,-187.4918,2.4131,187.1697,-1.7107,31.0083,87.5275,-7.9874,0.0000,0.014807,0.203261,2.534962e-1
6.8800,95.1911,-42.8718,-181.9030,7.5615,174.7039,-0.8397,30.9314,86.6754,-7.4218,0.0000,0.014733,0.209673,1.962262e-1
6.8900,95.2908,-41.1833,-176.4855,12.3088,163.1303,0.0229,30.8590,84.3781,-5.4782,0.0000,0.014171,0.232849,1.606204e+1
6.9000,95.4361,-39.6066,-171.3898,16.6997,152.3263,0.8624,30.8055,72.2087,3.6693,0.0000,0.010757,0.394036,4.872153e+1
6.9100,95.6238,-38.1346,-167.0725,20.7809,142.1716,1.5782,30.8450,70.9434,4.2152,0.0000,0.010579,0.409783,7.406344e+0
6.9200,95.8508,-36.7613,-162.9728,24.5839,132.5813,2.2824,30.8891,69.9670,4.5721,0.0000,0.010477,0.421414,6.310267e+0
6.9300,96.1146,-35.4814,-159.1099,28.1324,123.4892,2.9776,30.9368,67.6530,6.7485,0.0000,0.010056,0.472629,4.075292e+0
6.9400,96.4127,-34.2901,-155.5158,31.4451,114.8421,3.6489,31.0090,66.5790,7.8253,0.0000,0.009951,0.499306,4.421895e+0
6.9500,96.7427,-33.1832,-152.1373,34.5347,106.6007,4.3091,31.0987,65.2706,12.5320,0.0000,0.009946,0.594452,2.877471e+0
6.9600,97.1023,-32.1562,-148.7962,37.2518,99.0171,4.9606,31.2572,65.7077,23.2271,0.0000,0.011004,0.773550,1.631211e+0
6.9700,97.4877,-31.2027,-145.2214,39.8606,91.6120,5.6175,31.5405,64.9529,32.0084,0.0000,0.011985,0.898675,7.969742e-1
6.9800,97.8991,-30.3233,-141.6811,42.3951,84.3144,6.2308,31.9107,55.3646,42.3843,0.0000,0.011368,1.043178,1.253790e+0
6.9900,98.3346,-29.5148,-138.4508,44.5537,77.6403,6.7045,32.3607,30.4865,49.1863,0.0000,0.008302,0.950916,1.462979e+1
7.0000,98.7900,-28.7704,-135.9098,46.5841,71.1603,6.7854,32.9536,1.8078,63.9272,0.0000,0.010065,0.058665,1.673410e+0
7.0100,99.2663,-28.0917,-133.2187,48.6441,64.5963,6.7962,33.6021,0.5262,65.7859,0.0000,0.010766,0.016583,6.545757e-1
7.0200,99.7625,-27.4778,-130.3035,50.5730,58.2181,6.7965,34.2721,-0.6199,68.7559,0.0000,0.011848,-0.018649,5.398490e-1
7.0300,100.2771,-26.9263,-127.0783,52.3007,52.1393,6.7801,34.9824,-2.7417,73.0224,0.0000,0.013443,-0.077326,7.171232e-1
7.0400,100.8081,-26.4345,-123.5848,53.9038,46.2315,6.7457,35.7205,-4.0413,74.3075,0.0000,0.014125,-0.111791,5.071681e-1
7.0500,101.3550,-26.0015,-119.9032,55.4560,40.3696,6.6975,36.4683,-6.0042,75.5030,0.0000,0.014824,-0.162859,3.464952e-1
7.0600,101.9169,-25.6267,-116.0001,56.9144,34.6234,6.6074,37.2421,-12.2706,79.3755,0.0000,0.016763,-0.310477,7.268037e-1
7.0700,102.4930,-25.3088,-111.8581,58.2952,28.9654,6.4707,38.0425,-14.5208,80.3294,0.0000,0.017544,-0.359939,2.705133e-1
7.0800,103.0825,-25.0470,-107.5845,59.5832,23.4201,6.3211,38.8456,-15.3170,80.2342,0.0000,0.017842,-0.378981,1.722030e-1
7.0900,103.6844,-24.8400,-103.2577,60.7807,17.9840,6.1649,39.6465,-15.9329,79.9300,0.0000,0.018048,-0.394771,1.480992e-1
7.1000,104.2978,-24.6869,-98.9514,61.8928,12.6496,6.0025,40.4438,-16.5518,79.5014,0.0000,0.018206,-0.411248,1.064219e-1
7.1100,104.9220,-24.5867,-94.7373,62.9248,7.4093,5.8337,41.2361,-17.2357,78.9329,0.0000,0.018314,-0.429963,1.047881e-1
7.1200,105.5560,-24.5385,-90.6805,63.8816,2.2564,5.6576,42.0218,-17.9959,78.1732,0.0000,0.018351,-0.451520,1.218801e-1
7.1300,106.1993,-24.5413,-86.8362,64.7679,-2.8152,5.4734,42.7986,-18.8577,77.1243,0.0000,0.018282,-0.477183,1.507782e-1
7.1400,106.8512,-24.5945,-83.2504,65.5869,-7.8087,5.2798,43.5625,-19.9235,75.5024,0.0000,0.018005,-0.511249,2.093966e-1
7.1500,107.5108,-24.6972,-79.9724,66.3310,-12.7103,5.0735,44.3036,-21.4306,72.3045,0.0000,0.017168,-0.566696,3.598650e-1
7.1600,108.1773,-24.8479,-77.0825,66.9009,-17.3563,4.8501,44.9988,-23.3819,66.0292,0.0000,0.015302,-0.659706,6.933297e-1
7.1700,108.8486,-25.0440,-74.6516,67.4049,-21.9148,4.5962,45.6118,-29.0377,55.4272,0.0000,0.012805,-0.878185,7.820764e-1
7.1800,109.5254,-25.2863,-72.5304,67.9296,-26.5265,4.2400,46.1090,-40.5185,46.7056,0.0000,0.012723,-1.083747,6.700502e-1
7.1900,110.2058,-25.5723,-70.3277,68.1592,-30.6732,3.7740,46.5585,-54.3695,42.6060,0.0000,0.015537,-1.080749,1.405609e+0
7.2000,110.8879,-25.8988,-67.6886,68.3188,-34.7115,3.0109,46.8636,-89.5711,21.6541,0.0000,0.026224,-0.621425,1.040665e+0
7.2100,111.5735,-26.2687,-64.7713,68.7987,-39.2850,2.1064,47.0663,-90.9108,19.1555,0.0000,0.026908,-0.580085,2.446881e-1
7.2200,112.2639,-26.6845,-61.6896,69.2760,-43.8712,1.1960,47.2488,-91.0944,17.3852,0.0000,0.027101,-0.555500,2.798321e-1
7.2300,112.9590,-27.1461,-58.4621,69.7384,-48.4487,0.2856,47.4141,-90.9529,15.6079,0.0000,0.027130,-0.532617,2.432857e-1
7.2400,113.6586,-27.6534,-55.1186,70.1892,-53.0223,-0.6225,47.5599,-90.6530,13.3405,0.0000,0.027042,-0.503947,2.416356e-1
7.2500,114.3627,-28.2065,-51.7163,70.6242,-57.5838,-1.5272,47.6731,-90.2686,8.7440,0.0000,0.026787,-0.445070,4.557793e-1
7.2600,115.0710,-28.8050,-48.3100,71.0288,-62.1071,-2.4272,47.7364,-89.7127,4.4945,0.0000,0.026557,-0.393899,3.858238e-1
7.2700,115.7832,-29.4486,-44.8534,71.4202,-66.6195,-3.3213,47.7725,-89.1195,3.0324,0.0000,0.026428,-0.378800,3.457156e-1
7.2800,116.4995,-30.1376,-41.3342,71.8463,-71.2030,-4.2096,47.7998,-88.5350,2.4431,0.0000,0.026314,-0.374306,2.228318e-1
7.2900,117.2202,-30.8729,-37.7882,72.3053,-75.8561,-5.0920,47.8216,-87.9468,1.9119,0.0000,0.026189,-0.370532,1.869906e-1
7.3000,117.9457,-31.6550,-34.2603,72.7917,-80.5706,-5.9686,47.8385,-87.3624,1.4956,0.0000,0.026056,-0.368111,1.675384e-1
7.3100,118.6762,-32.4845,-30.7952,73.3099,-85.3554,-6.8393,47.8518,-86.7825,1.1587,0.0000,0.025916,-0.366613,1.514534e-1
7.3200,119.4120,-33.3623,-27.4363,73.8663,-90.2238,-7.7042,47.8618,-86.1997,0.8396,0.0000,0.025762,-0.365338,1.706295e-1
7.3300,120.1537,-34.2893,-24.2219,74.4673,-95.1890,-8.5632,47.8685,-85.6049,0.5053,0.0000,0.025591,-0.363933,2.247987e-1
7.3400,120.9016,-35.2665,-21.1833,75.1201,-100.2665,-9.4162,47.8718,-84.9922,0.1515,0.0000,0.025399,-0.362373,2.728353e-1
7.3500,121.6563,-36.2951,-18.3439,75.8340,-105.4764,-10.2629,47.8712,-84.3225,-0.2944,0.0000,0.025165,-0.359970,3.108489e-1
7.3600,122.4185,-37.3765,-15.7199,76.6181,-110.8394,-11.1022,47.8652,-83.4981,-0.9763,0.0000,0.024840,-0.355460,3.770150e-1
7.3700,123.1889,-38.5124,-13.3227,77.4774,-116.3688,-11.9315,47.8498,-82.2339,-2.2738,0.0000,0.024282,-0.345706,3.924498e-1
7.3800,123.9683,-39.7046,-11.1601,78.4235,-122.0912,-12.7443,47.8158,-80.2315,-4.6994,0.0000,0.023376,-0.326534,7.509472e-1
7.3900,124.7576,-40.9549,-9.2109,79.4550,-128.0087,-13.5342,47.7479,-77.3462,-10.5647,0.0000,0.022268,-0.276875,1.097113e+0
7.4000,125.5578,-42.2657,-7.1837,80.6137,-134.2090,-14.2870,47.5046,-73.7686,-39.2979,0.0000,0.025194,-0.110505,6.175514e+0
7.4100,126.3703,-43.6401,-4.9041,81.9050,-140.7103,-14.9829,47.0256,-60.9495,-58.1110,0.0000,0.025559,-0.064113,2.503035e+0
7.4200,127.1963,-45.0807,-2.8964,83.3228,-147.5086,-15.5143,46.3981,-49.5157,-64.5889,0.0000,0.024043,-0.050085,8.905832e-1
7.4300,128.0375,-46.5917,-0.9575,84.9384,-154.7575,-15.9851,45.7357,-43.7333,-69.1446,0.0000,0.024256,-0.040574,5.691002e-1
7.4400,128.8956,-48.1771,1.0265,86.7128,-162.3878,-16.3975,45.0146,-39.7530,-74.0353,0.0000,0.025423,-0.032325,6.474193e-1
7.4500,129.7725,-49.8414,3.1308,88.7263,-170.5778,-16.7902,44.2697,-38.9491,-74.6497,0.0000,0.025473,-0.030804,4.144574e-1
7.4600,130.6711,-51.5909,5.3338,91.0277,-179.4461,-17.1777,43.5237,-38.5286,-74.5589,0.0000,0.025270,-0.030206,1.630660e-1
7.4700,131.5941,-53.4327,7.6146,93.6315,-189.0416,-17.5611,42.7790,-38.1215,-74.4020,0.0000,0.025028,-0.029681,1.475189e-1
7.4800,132.5448,-55.3746,9.9493,96.5796,-199.4732,-17.9402,42.0359,-37.7011,-74.2229,0.0000,0.024763,-0.029170,1.032618e-1
7.4900,133.5270,-57.4254,12.3095,99.9245,-210.8755,-18.3148,41.2945,-37.2022,-74.0627,0.0000,0.024479,-0.028602,8.310339e-2
7.5000,134.5448,-59.5958,14.6623,103.7264,-223.4037,-18.6839,40.5546,-36.5878,-73.9163,0.0000,0.024168,-0.027967,9.080407e-2
7.5100,135.6033,-61.8978,16.9708,108.0521,-237.2306,-19.0463,39.8163,-35.8875,-73.7415,0.0000,0.023818,-0.027315,8.275194e-2
7.5200,136.7079,-64.3454,19.1962,112.9714,-252.5371,-19.4017,39.0800,-35.2153,-73.4963,0.0000,0.023438,-0.026739,9.348563e-2
7.5300,137.8649,-66.9541,21.3000,118.5478,-269.4882,-19.7510,38.3465,-34.6533,-73.1878,0.0000,0.023051,-0.026271,1.000137e-1
7.5400,139.0811,-69.7409,23.2457,124.8161,-288.1759,-20.0956,37.6163,-32.5996,-72.6445,0.0000,0.022237,-0.025265,3.769111e+0
7.5500,140.3634,-72.7231,24.9593,131.7308,-308.4878,-20.4200,36.8916,-30.6728,-71.9299,0.0000,0.021400,-0.024413,1.064017e-1
7.5600,141.7172,-75.9144,26.4161,139.0836,-329.8932,-20.7254,36.1740,-29.7302,-71.3727,0.0000,0.020850,-0.023921,3.086124e-1
7.5700,143.1450,-79.3206,27.6275,146.3989,-351.1701,-21.0210,35.4620,-29.4275,-71.0228,0.0000,0.020527,-0.023601,2.814193e+0
7.5800,144.6423,-82.9302,28.6168,152.8336,-370.1456,-21.3140,34.7535,-27.5106,-69.8417,0.0000,0.019557,-0.023054,1.993568e+1
7.5900,146.1947,-86.7055,29.3490,157.1878,-383.7265,-21.5880,34.0567,-26.7425,-69.2592,0.0000,0.019088,-0.022641,6.522736e+0
7.6000,147.7752,-90.5767,29.9321,158.3150,-388.9581,-21.8545,33.3656,-26.3181,-68.8618,0.0000,0.018780,-0.022275,2.818687e+0
7.6100,149.3486,-94.4527,30.4573,155.7652,-384.6868,-22.1167,32.6784,-25.5323,-68.3581,0.0000,0.018392,-0.021764,3.053620e+0
7.6200,150.8800,-98.2432,-329.0059,150.0676,-372.2938,-22.3705,31.9964,-25.2295,-68.0438,0.0000,0.018188,-0.021397,1.139995e+0
7.6300,152.3433,-101.8814,-328.3901,142.3728,-354.7651,-22.6212,31.3175,-24.6786,-67.7186,0.0000,0.017960,-0.020875,6.035199e-1
7.6400,153.7246,-105.3314,-327.6706,133.8249,-335.0642,-22.8657,30.6417,-23.8377,-67.4465,0.0000,0.017729,-0.020117,6.543045e-1
7.6500,155.0197,-108.5825,-326.8381,125.2210,-315.2541,-23.1001,29.9683,-22.9632,-67.2668,0.0000,0.017548,-0.019258,1.492149e-1
7.6600,156.2303,-111.6399,-325.8908,116.9968,-296.4603,-23.3228,29.2953,-21.3830,-67.4296,0.0000,0.017430,-0.017671,2.233808e-1
7.6700,157.3615,-114.5167,-324.8163,109.3384,-279.1624,-23.5283,28.6188,-19.6960,-67.9464,0.0000,0.017473,-0.015795,2.530290e-1
7.6800,158.4192,-117.2286,-323.6300,102.2943,-263.4820,-23.7200,27.9374,-18.7274,-68.2918,0.0000,0.017550,-0.014572,1.113838e-1
7.6900,159.4094,-119.7917,-322.3743,95.8655,-249.4117,-23.9040,27.2535,-18.0931,-68.4965,0.0000,0.017613,-0.013691,2.140136e-1
7.7000,160.3387,-122.2224,-321.0738,90.0758,-236.9825,-24.0815,26.5672,-17.3312,-68.7978,0.0000,0.017710,-0.012703,4.508446e-1
7.7100,161.2121,-124.5344,-319.7393,84.6526,-225.5598,-24.2502,25.8779,-16.3473,-69.0608,0.0000,0.017771,-0.011629,2.079792e-1
7.7200,162.0329,-126.7369,-318.3694,79.5819,-215.0970,-24.4038,25.1857,-13.7831,-69.3947,0.0000,0.017719,-0.009564,2.555175e-1
7.7300,162.8049,-128.8395,-316.9131,74.8608,-205.5686,-24.5061,24.4947,-6.3307,-68.2551,0.0000,0.016751,-0.004627,5.009061e-1
7.7400,163.5312,-130.8510,-315.4228,70.4517,-196.8724,-24.5470,23.8243,-2.4428,-65.8237,0.0000,0.015595,-0.001948,3.658469e-1
7.7500,164.2151,-132.7800,-314.0031,66.4481,-189.1801,-24.5531,23.1883,3.8739,-57.5996,0.0000,0.012265,0.004443,1.390686e+0
7.7600,164.8628,-134.6405,-313.0714,62.9065,-182.5771,-24.3473,22.8008,27.6765,-32.6078,0.0000,0.007245,0.094697,8.526142e-1
7.7700,165.4730,-136.4316,-312.0891,59.1815,-175.7277,-24.0535,22.4805,31.0507,-31.7111,0.0000,0.007733,0.099689,8.130246e-1
7.7800,166.0471,-138.1569,-310.8957,55.6720,-169.4380,-23.7216,22.1639,35.7973,-31.6570,0.0000,0.008812,0.097990,5.512154e-1
7.7900,166.5871,-139.8218,-309.4338,52.3352,-163.6072,-23.3417,21.8485,39.6710,-31.3439,0.0000,0.009757,0.096543,4.276632e-1
7.8000,167.0941,-141.4300,-307.7641,49.0958,-158.0764,-22.9356,21.5376,41.3455,-30.8304,0.0000,0.010131,0.096755,2.454279e-1
7.8100,167.5693,-142.9844,-305.9232,45.9602,-152.8484,-22.5157,21.2326,42.7776,-30.0537,0.0000,0.010400,0.098220,3.207874e-1
7.8200,168.0136,-144.4879,-303.9064,42.9161,-147.8905,-22.0755,20.9398,45.5570,-28.3149,0.0000,0.010913,0.103033,3.683001e-1
7.8300,168.4278,-145.9429,-301.6882,39.9352,-143.1420,-21.6058,20.6654,48.0191,-26.8008,0.0000,0.011438,0.106727,2.577911e-1
7.8400,168.8126,-147.3515,-299.2770,37.0249,-138.6086,-21.1210,20.4003,48.7779,-26.2962,0.0000,0.011615,0.107147,1.438328e-1
7.8500,169.1686,-148.7157,-296.6966,34.1844,-134.2811,-20.6320,20.1385,48.9770,-26.0859,0.0000,0.011657,0.106732,1.224819e-1
7.8600,169.4965,-150.0377,-293.9669,31.4065,-130.1388,-20.1420,19.8783,49.0032,-25.9575,0.0000,0.011651,0.106106,1.020914e-1
7.8700,169.7969,-151.3191,-291.1090,28.6839,-126.1618,-19.6522,19.6193,48.9624,-25.8559,0.0000,0.011624,0.105421,7.488894e-2
7.8800,170.0703,-152.5614,-288.1467,26.0105,-122.3323,-19.1629,19.3612,48.8933,-25.7598,0.0000,0.011584,0.104738,7.618986e-2
7.8900,170.3172,-153.7662,-285.1061,23.3806,-118.6343,-18.6743,19.1041,48.8151,-25.6550,0.0000,0.011535,0.104102,7.048983e-2
7.9000,170.5381,-154.9345,-282.0153,20.7895,-115.0537,-18.1866,18.8482,48.7350,-25.5318,0.0000,0.011478,0.103554,6.679264e-1
7.9100,170.7331,-156.0676,-278.9034,18.2330,-111.5776,-17.6997,18.5935,48.6577,-25.3757,0.0000,0.011413,0.103162,1.557642e-1
7.9200,170.9028,-157.1664,-275.7985,15.7074,-108.1945,-17.2136,18.3406,48.5699,-25.1935,0.0000,0.011335,0.102909,1.765918e-1
7.9300,171.0474,-158.2317,-272.7276,13.2095,-104.8935,-16.7284,18.0896,48.4556,-25.0102,0.0000,0.011245,0.102691,8.319085e-2
7.9400,171.1671,-159.2645,-269.7156,10.7365,-101.6650,-16.2445,17.8404,48.3170,-24.8220,0.0000,0.011142,0.102525,6.616935e-2
7.9500,171.2622,-160.2653,-266.7835,8.2859,-98.5000,-15.7622,17.5931,48.1538,-24.6332,0.0000,0.011027,0.102392,5.204657e-2
7.9600,171.3329,-161.2347,-263.9485,5.8556,-95.3902,-15.2815,17.3477,47.9659,-24.3929,0.0000,0.010892,0.102550,1.454878e-1
7.9700,171.3794,-162.1732,-261.2234,3.4437,-92.3278,-14.8029,17.1049,47.7487,-24.1478,0.0000,0.010743,0.102775,7.636524e-2
7.9800,171.4018,-163.0814,-258.6175,1.0499,-89.3073,-14.3267,16.8650,47.4757,-23.8075,0.0000,0.010558,0.103576,6.345719e-2
7.9900,171.4006,-163.9598,-256.1395,-1.2627,-86.4132,-13.8541,16.6300,46.9631,-23.0335,0.0000,0.010223,0.107073,1.098383e-1
8.0000,171.3768,-164.8100,-253.8208,-3.4812,-83.6559,-13.3929,16.4121,44.4676,-19.5670,0.0000,0.008878,0.131551,2.434754e-1
8.0100,171.3313,-165.6333,-251.7872,-5.6363,-80.9866,-12.9773,16.2495,39.4485,-13.9928,0.0000,0.006738,0.195720,4.672637e-1
8.0200,171.2639,-166.4295,-249.9405,-7.8380,-78.2501,-12.5912,16.1182,37.9702,-12.4543,0.0000,0.006172,0.220098,2.277033e-1
8.0300,171.1745,-167.1983,-248.1895,-10.0389,-75.5077,-12.2164,16.0001,36.9906,-11.0355,0.0000,0.005775,0.244224,1.759311e-1
8.0400,171.0633,-167.9398,-246.5118,-12.1917,-72.8180,-11.8527,15.9070,35.5242,-5.6886,0.0000,0.005077,0.353254,4.228802e-1
8.0500,170.9334,-168.6580,-244.5416,-13.9287,-70.6555,-11.5110,16.1400,33.6148,39.6871,0.0000,0.009875,1.033677,6.545859e-1
8.0600,170.7832,-169.3508,-242.2919,-16.1140,-67.8952,-11.1771,16.5503,33.1428,42.0327,0.0000,0.010402,1.015215,1.718906e+0
8.0700,170.6111,-170.0159,-239.9384,-18.2946,-65.1202,-10.8495,16.9798,32.2827,43.8642,0.0000,0.010723,0.994461,5.968297e-1
8.0800,170.4173,-170.6532,-237.4983,-20.4642,-62.3347,-10.5327,17.4263,31.0329,45.3478,0.0000,0.010877,0.969391,4.323114e-1
8.0900,170.2019,-171.2626,-234.9920,-22.6198,-59.5386,-10.2301,17.8854,29.4030,46.4322,0.0000,0.010852,0.939390,5.775004e-1
8.1000,169.9650,-171.8440,-232.4461,-24.7503,-56.7414,-9.9465,18.3543,27.2171,47.3055,0.0000,0.010682,0.898001,2.412057e-1
8.1100,169.7071,-172.3975,-229.9014,-26.8304,-53.9701,-9.6894,18.8309,24.1593,47.9351,0.0000,0.010329,0.834926,5.049156e-1
8.1200,169.4283,-172.9231,-227.3578,-28.9306,-51.1364,-9.4559,19.3102,22.8491,47.8490,0.0000,0.010067,0.808652,3.798682e-1
8.1300,169.1284,-173.4201,-224.7540,-31.0373,-48.2532,-9.2298,19.7875,22.4120,47.6131,0.0000,0.009894,0.802357,1.127263e-1
8.1400,168.8076,-173.8881,-222.0781,-33.1332,-45.3375,-9.0070,20.2623,22.1733,47.3496,0.0000,0.009742,0.800792,2.721230e-1
8.1500,168.4658,-174.3267,-219.3326,-35.2147,-42.3900,-8.7860,20.7343,22.0333,47.0510,0.0000,0.009592,0.801927,1.605677e-1
8.1600,168.1033,-174.7357,-216.5252,-37.2805,-39.4089,-8.5664,21.2034,21.8957,46.7724,0.0000,0.009448,0.802890,9.570686e-2
8.1700,167.7203,-175.1148,-213.6657,-39.3294,-36.3922,-8.3481,21.6698,21.7696,46.5015,0.0000,0.009308,0.804040,1.582639e-1
8.1800,167.3168,-175.4635,-210.7647,-41.3605,-33.3377,-8.1309,22.1334,21.6718,46.2153,0.0000,0.009166,0.806076,6.987356e-2
8.1900,166.8931,-175.7814,-207.8339,-43.3729,-30.2436,-7.9147,22.5942,21.5715,45.9382,0.0000,0.009027,0.807967,8.047725e-2
8.2000,166.4494,-176.0682,-204.8850,-45.3658,-27.1076,-7.6995,23.0522,21.4695,45.6697,0.0000,0.008889,0.809732,8.725681e-2
8.2100,165.9859,-176.3234,-201.9299,-47.3384,-23.9278,-7.4852,23.5075,21.3795,45.3941,0.0000,0.008751,0.811904,3.843535e-2
8.2200,165.5027,-176.5466,-198.9802,-49.2902,-20.7024,-7.2719,23.9601,21.2901,45.1221,0.0000,0.008614,0.814076,5.755799e-2
8.2300,165.0001,-176.7373,-196.0465,-51.2203,-17.4292,-7.0594,24.4100,21.1994,44.8573,0.0000,0.008478,0.816151,4.637241e-2
8.2400,164.4784,-176.8950,-193.1386,-53.1284,-14.1066,-6.8479,24.8572,21.1158,44.5903,0.0000,0.008344,0.818459,2.846353e-2
8.2500,163.9376,-177.0193,-190.2652,-55.0139,-10.7328,-6.6371,25.3018,21.0354,44.3251,0.0000,0.008210,0.820852,3.782350e-2
8.2600,163.3782,-177.1095,-187.4337,-56.8764,-7.3060,-6.4271,25.7438,20.9550,44.0654,0.0000,0.008078,0.823203,2.689451e-2
